Fire Year,District,Unit,Fire Number,Fire Name,Legal,Fuel Model,County,Report Date,General Cause,ODF Acres,Total Acres
2020,78 - West Lane,West Lane,61,23264 Hwy 36,T16S R6W S21 SESW,L,Lane,4/16/20 14:45,Debris Burning,0.16,0.16
2020,78 - West Lane,West Lane,61,I-5 EXIT 191,T18S R3W S3 NESE,F,Lane,9/23/20 6:45,Miscellaneous,0.08,0.08
2020,78 - West Lane,West Lane,62,Carpenter,T20S R5W S23 SENE,H,Lane,9/23/20 16:20,Miscellaneous,17.52,17.52
2020,78 - West Lane,West Lane,62,N. Modesto,T18S R4W S7 SWSW,L,Lane,4/16/20 16:34,Debris Burning,0.08,0.08
2020,78 - West Lane,West Lane,63,81185 N. Jackson,T19S R3W S33 SESW,H,Lane,4/16/20 17:15,Debris Burning,1.38,1.38
2020,78 - West Lane,West Lane,63,Sarvisberry,T18S R4W S29 NESE,L,Lane,9/24/20 15:19,Miscellaneous,0.54,0.54
2020,78 - West Lane,West Lane,65,MP 39,T17S R7W S25 NENE,H,Lane,6/26/20 11:58,Equipment Use,0.22,0.22
2020,78 - West Lane,West Lane,65,Timber Ridge,T19S R6W S18 SWSE,H,Lane,9/28/20 23:18,Equipment Use,1.7,1.7
2020,78 - West Lane,West Lane,66,25th Oak,T18S R12W S22 SESE,X,Lane,9/29/20 15:36,Smoking,0.01,0.01
2020,95 - Central Oregon,Prineville,1,Ochoco Viewpoint 0354,T15S R16E S6 SWNW,A,Crook,7/4/20 22:02,Miscellaneous,0.5,0.5
2020,95 - Central Oregon,John Day,1,Wagon,T9S R26E S12 SWSW,A,Grant,7/1/20 13:07,Under Invest,30.8,30.8
2020,95 - Central Oregon,The Dalles,2,Woodcock Road,T4S R12E S22 SENW,A,Wasco,7/7/20 15:00,Debris Burning,0,0.1
2020,95 - Central Oregon,John Day,3,School Craft,T7S R30E S5 NENE,C,Umatilla,7/3/20 14:33,Under Invest,1,1
2020,95 - Central Oregon,John Day,4,East Point,T12S R21E S36 SWNE,C,Wheeler,7/5/20 11:27,Lightning,1.81,1.81
2020,95 - Central Oregon,The Dalles,4,MP 57 I 84,T3N R10E S31 SWNW,H,Hood River,7/8/20 23:57,Railroad,0,0.1
2020,95 - Central Oregon,John Day,5,Clark Lake,T8S R23E S4 SENW,C,Wheeler,7/7/20 12:45,Lightning,0.1,0.1
2020,95 - Central Oregon,The Dalles,5,Dee Chip Pile,T2N R10E S32 SENW,X,Hood River,7/16/20 14:43,Miscellaneous,0.1,0.1
2020,95 - Central Oregon,Sisters,5,Pilot Butte Fireworks,T17S R12E S34 SWNW,A,Deschutes,7/4/20 22:01,Recreationist,0.01,0.01
2020,95 - Central Oregon,Prineville,6,East Grizzly 0492,T13S R15E S27 SENW,T,Crook,7/27/20 18:15,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,6,Deardorff,T13S R34E S36 SENE,C,Grant,7/12/20 15:13,Equipment Use,56,56
2020,95 - Central Oregon,Prineville,7,Little Grizzly 0493,T13S R15E S22 NESE,U,Crook,7/27/20 18:44,Lightning,4,4
2020,95 - Central Oregon,Prineville,8,Cat Mountain 0503,T11S R17E S35 NESW,C,Deschutes,7/28/20 16:25,Lightning,1.5,1.5
2020,95 - Central Oregon,John Day,8,Harper,T14S R30E S9 SENW,T,Grant,7/25/20 16:25,Debris Burning,0,9.4
2020,95 - Central Oregon,The Dalles,9,River Song,T2N R10E S20 SESW,H,Hood River,7/21/20 12:58,Miscellaneous,0.85,0.85
2020,95 - Central Oregon,Prineville,10,RED ROCK 0655,T11S R19E S27 NWNW,H,Crook,8/16/20 14:10,Lightning,2.9,2.9
2020,95 - Central Oregon,John Day,10,Sulpher Gulch,T7S R30E S1 NESE,H,Grant,7/29/20 12:48,Lightning,1.2,2.2
2020,95 - Central Oregon,John Day,11,Stewarts Crossing,T12S R27E S26 SESE,T,Grant,7/29/20 14:25,Lightning,1.15,1.15
2020,95 - Central Oregon,The Dalles,11,Oak Grove,T2N R10E S17 NENE,H,Hood River,7/23/20 6:34,Miscellaneous,0.1,0.1
2020,95 - Central Oregon,Sisters,11,Finley 0378,T22S R11E S18 NWSW,C,Deschutes,7/8/20 14:31,Arson,0.01,50
2020,95 - Central Oregon,John Day,15,Coal Pit,T14S R30E S24 NESW,C,Grant,7/30/20 20:33,Under Invest,0.1,0.1
2020,95 - Central Oregon,The Dalles,15,MP 13 HWY 216,T5S R11E S25 SENW,X,Wasco,7/28/20 9:35,Debris Burning,0.01,0.01
2020,95 - Central Oregon,John Day,16,Pine Tree Spring,T12S R32E S30 NWNW,U,Grant,8/1/20 15:42,Lightning,0.33,0.33
2020,95 - Central Oregon,Sisters,16,RIATA 0420,T15S R10E S11 NWNW,I,Deschutes,7/17/20 9:36,Equipment Use,0.1,0.1
2020,95 - Central Oregon,The Dalles,17,Fir Mountain,T1N R11E S8 SESW,J,Hood River,8/1/20 22:05,Recreationist,313,313
2020,95 - Central Oregon,John Day,18,Long Creek,T10S R30E S2 SENW,A,Grant,8/4/20 5:03,Debris Burning,0.1,0.1
2020,95 - Central Oregon,Prineville,20,Ochoco Creek 0081,T14S R18E S22 NWSW,C,Crook,4/14/20 15:18,Debris Burning,1.26,1.26
2020,95 - Central Oregon,Sisters,20,Zaget 0433,T20S R11E S30 NESW,L,Deschutes,7/19/20 10:28,Equipment Use,0.1,0.1
2020,95 - Central Oregon,Prineville,21,Polly 0109,T14S R17E S36 NESE,C,Crook,5/2/20 13:57,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,21,Buckhorn Creek,T11S R25E S22 SWSW,T,Wheeler,8/5/20 16:22,Lightning,233,233
2020,95 - Central Oregon,The Dalles,21,MP 71 I-84,T3N R12E S31 SWSW,A,Wasco,8/12/20 16:31,Equipment Use,0,1
2020,95 - Central Oregon,Sisters,21,HWY 20 0450,T15S R10E S25 NWNE,F,Deschutes,7/21/20 13:36,Miscellaneous,0.1,0.1
2020,95 - Central Oregon,Prineville,22,Rocky Butte 0112,T14S R18E S7 NENE,C,Crook,5/4/20 15:15,Lightning,0.17,0.17
2020,95 - Central Oregon,John Day,22,War Canyon,T10S R31E S5 NWSW,F,Grant,8/5/20 16:36,Lightning,112.3,112.3
2020,95 - Central Oregon,The Dalles,22,Mosier Creek,T2N R12E S18 NWSW,H,Wasco,8/12/20 16:30,Smoking,985,985
2020,95 - Central Oregon,Prineville,23,Schneider Way 0193,T13S R16E S22 NENW,U,Crook,6/3/20 14:32,Debris Burning,0.2,0.2
2020,95 - Central Oregon,John Day,23,Coyote Gulch,T12S R32E S31 NWSE,C,Grant,8/5/20 18:52,Lightning,0.3,0.3
2020,95 - Central Oregon,The Dalles,24,Oak Ridge Drive 2,T2N R11E S6 SWSE,H,Hood River,8/18/20 18:11,Equipment Use,1.6,1.6
2020,95 - Central Oregon,Prineville,25,Teller Flats 0281 OD,T10S R15E S35 NESW,A,Crook,6/23/20 12:00,Miscellaneous,0,946
2020,95 - Central Oregon,John Day,25,Pass Creek,T9S R31E S31 NWSE,A,Grant,8/5/20 17:06,Lightning,1.6,1.6
2020,95 - Central Oregon,The Dalles,25,Sevenmile,T2N R12E S23 SWSW,A,Wasco,8/19/20 17:01,Equipment Use,100,100
2020,95 - Central Oregon,Sisters,26,Helbrock 514,T21S R10E S1 NENE,C,Deschutes,7/29/20 13:32,Debris Burning,0.01,0.01
2020,95 - Central Oregon,John Day,27,Swickey Canyon,T9S R31E S27 NWNW,H,Grant,8/5/20 17:09,Lightning,0.1,0.1
2020,95 - Central Oregon,The Dalles,28,White River,T4S R10E S32 SENW,H,Wasco,8/17/20 9:07,Lightning,5523.4,17404.9
2020,95 - Central Oregon,Sisters,28,Fall River 0548,T20S R10E S33 SWSE,C,Deschutes,8/4/20 14:57,Miscellaneous,0.1,0.1
2020,95 - Central Oregon,The Dalles,29,Viento Creek,T3N R9E S34 SESE,H,Hood River,9/1/20 16:43,Equipment Use,0,0.1
2020,95 - Central Oregon,Sisters,30,Taylor Fire 0563,T17S R11E S27 NESW,A,Deschutes,8/5/20 17:32,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,31,Bull Canyon,T11S R25E S11 NWSE,C,Wheeler,8/5/20 18:38,Lightning,5,5
2020,95 - Central Oregon,The Dalles,31,Sevenmile 2,T2N R12E S23 SESW,A,Wasco,9/7/20 14:41,Equipment Use,1.19,1.19
2020,95 - Central Oregon,Sisters,31,Wilt Road 0571,T14S R10E S13 SENW,R,Deschutes,8/5/20 18:33,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,32,Long Hollow,T11S R28E S7 NESE,C,Grant,8/5/20 17:20,Lightning,0.1,0.1
2020,95 - Central Oregon,The Dalles,32,Thompson Lake,T3N R12E S31 NESW,C,Wasco,9/8/20 11:56,Railroad,0,1.9
2020,95 - Central Oregon,Sisters,32,Wampus 0572,T22S R9E S11 NWNE,U,Deschutes,8/5/20 18:39,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,33,Marks Creek,T12S R28E S18 SWNE,C,Grant,8/5/20 19:24,Lightning,2.72,2.72
2020,95 - Central Oregon,The Dalles,33,Rowena Creek,T2N R12E S8 NESE,A,Wasco,9/8/20 13:19,Equipment Use,2.63,2.63
2020,95 - Central Oregon,Sisters,33,Three Creeks 1 0578,T16S R10E S31 NENW,F,Deschutes,8/5/20 20:31,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,34,Grub Creek,T12S R32E S34 NESE,C,Grant,8/5/20 20:00,Lightning,0.25,0.25
2020,95 - Central Oregon,Sisters,34,Three Creeks 2 0580,T16S R10E S31 NENW,F,Deschutes,8/5/20 21:49,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,35,Pismire Camp,T12S R28E S4 SESW,U,Grant,8/5/20 19:47,Lightning,0.1,0.1
2020,95 - Central Oregon,The Dalles,35,Mountain View,T2N R12E S22 SESE,A,Wasco,9/19/20 12:46,Equipment Use,1.19,1.19
2020,95 - Central Oregon,John Day,36,Troutman Gulch,T9S R31E S28 SENE,H,Grant,8/5/20 20:59,Lightning,0.1,0.1
2020,95 - Central Oregon,Sisters,36,GT1 0584,T22S R9E S26 NESE,H,Deschutes,8/6/20 8:02,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,37,Castle Creek,T12S R32E S28 NWSE,C,Grant,8/5/20 22:52,Lightning,0.1,0.1
2020,95 - Central Oregon,Sisters,37,Creek Fire 0591,T16S R10E S8 NWSW,C,Deschutes,8/6/20 11:54,Lightning,0.01,0.01
2020,95 - Central Oregon,The Dalles,39,Imai Road,T1N R9E S12 NESW,H,Hood River,10/8/20 8:36,Recreationist,0.1,0.1
2020,95 - Central Oregon,The Dalles,40,Fir Mountain 2,T2N R11E S19 SESW,A,Hood River,10/8/20 13:55,Debris Burning,0.5,1.94
2020,95 - Central Oregon,Sisters,40,Ferndell 0626,T22S R9E S35 SENE,U,Deschutes,8/11/20 16:25,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,41,Morris,T10S R34E S1 SWSW,C,Grant,8/6/20 19:50,Lightning,0.1,0.5
2020,95 - Central Oregon,John Day,43,Airport,T9S R30E S34 SWSW,A,Grant,8/8/20 4:41,Equipment Use,9.5,9.5
2020,95 - Central Oregon,Sisters,43,Glendale 0643,T20S R10E S12 NESE,C,Deschutes,8/15/20 12:22,Debris Burning,0.04,0.04
2020,95 - Central Oregon,The Dalles,44,White River,T5S R12E S4 SWSE,C,Wasco,3/8/20 16:00,Recreationist,0,0.55
2020,95 - Central Oregon,John Day,45,Meathouse,T6S R25E S11 SENE,C,Morrow,8/16/20 16:07,Lightning,0.1,0.1
2020,95 - Central Oregon,The Dalles,45,Threemile Fire,T4S R12E S8 SWSW,C,Wasco,4/7/20 18:00,Debris Burning,4.27,4.27
2020,95 - Central Oregon,John Day,46,Boneyard,T7S R27E S20 NENE,L,Grant,8/16/20 16:22,Lightning,22,22
2020,95 - Central Oregon,John Day,47,Butte Creek,T8S R22E S5 SWSE,C,Wheeler,8/16/20 18:07,Lightning,0.1,0.1
2020,95 - Central Oregon,The Dalles,47,Oak Ridge Drive,T2N R11E S6 SESE,C,Hood River,5/28/20 11:14,Debris Burning,0.07,0.07
2020,95 - Central Oregon,John Day,48,Lost Valley,T6S R22E S25 SWSE,C,Wheeler,8/16/20 18:30,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,49,Black Rock,T7S R27E S25 SENW,A,Grant,8/17/20 9:25,Lightning,0.1,0.1
2020,95 - Central Oregon,The Dalles,49,Endersby,T5S R11E S23 NWNW,C,Wasco,6/7/20 13:51,Recreationist,0.14,0.14
2020,95 - Central Oregon,Sisters,49,GREEN RIDGE 0684,T13S R9E S1 SESW,H,Jefferson,8/16/20 17:05,Lightning,3117,4338
2020,95 - Central Oregon,John Day,51,Birch Creek,T12S R29E S34 SESW,U,Grant,8/17/20 15:49,Lightning,0.25,0.25
2020,95 - Central Oregon,Sisters,51,Haner 704,T22S R9E S22 NENW,C,Deschutes,8/17/20 10:27,Lightning,0.1,0.1
2020,95 - Central Oregon,The Dalles,52,Viento,T3N R9E S34 SESW,C,Hood River,6/23/20 16:53,Equipment Use,0,0.1
2020,95 - Central Oregon,The Dalles,53,Rowena,T2N R12E S12 NESW,C,Wasco,6/28/20 13:08,Recreationist,14,14
2020,95 - Central Oregon,The Dalles,54,Hood River Island,T3N R10E S36 SWSE,J,Hood River,6/30/20 19:00,Recreationist,0.1,0.1
2020,95 - Central Oregon,Sisters,55,Upland 0724,T20S R10E S13 SESW,C,Deschutes,8/18/20 13:21,Miscellaneous,0.01,0.01
2020,95 - Central Oregon,Sisters,56,Hawks Lair 779,T21S R10E S15 SESW,C,Deschutes,8/24/20 12:21,Miscellaneous,0.1,0.1
2020,95 - Central Oregon,John Day,57,Rock Spring,T6S R25E S34 SWSE,C,Morrow,8/18/20 16:42,Lightning,0.01,0.01
2020,95 - Central Oregon,Sisters,60,Coach 0856,T22S R10E S11 NWSW,C,Deschutes,9/6/20 17:06,Arson,0.2,0.2
2020,95 - Central Oregon,John Day,61,Mailbox,T9S R30E S15 SWSE,A,Grant,8/19/20 10:04,Equipment Use,5.5,5.5
2020,95 - Central Oregon,Sisters,61,Hermosa 0866,T20S R10E S12 SESW,U,Deschutes,9/7/20 16:13,Equipment Use,0.25,0.25
2020,95 - Central Oregon,John Day,63,Laurel,T9S R24E S35 NWSE,T,Wheeler,8/19/20 11:31,Lightning,677,1280
2020,95 - Central Oregon,Sisters,63,Deedon 0881,T21S R10E S34 NWNW,A,Deschutes,9/9/20 11:22,Equipment Use,0.01,0.01
2020,95 - Central Oregon,John Day,64,Steet Mountain,T8S R28E S2 NWSE,C,Grant,8/19/20 12:15,Lightning,680,680
2020,95 - Central Oregon,John Day,65,Freezeout,T4S R28E S3 NWSE,C,Morrow,8/19/20 12:24,Lightning,5,5
2020,95 - Central Oregon,John Day,66,China Peak,T10S R27E S4 NENW,F,Grant,8/19/20 12:34,Lightning,0.1,0.1
2020,95 - Central Oregon,Sisters,66,Gulch 0920,T13S R10.5W S11 NESE,U,Jefferson,9/19/20 15:29,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,68,Smith Creek,T7S R31E S34 SESE,C,Grant,8/19/20 9:02,Lightning,0.25,0.25
2020,95 - Central Oregon,John Day,69,Troff Canyon,T8S R29E S18 SWNW,C,Grant,8/19/20 15:53,Lightning,0.5,0.5
2020,95 - Central Oregon,Sisters,69,Masten 935,T22S R9E S35 SWNW,H,Deschutes,9/26/20 11:24,Recreationist,0.01,0.01
2020,95 - Central Oregon,John Day,71,Conger,T8S R29E S18 SENE,C,Grant,8/19/20 10:54,Lightning,15,15
2020,95 - Central Oregon,John Day,73,Two Cabin,T8S R28E S22 NWNW,C,Grant,8/19/20 16:54,Lightning,99,99
2020,95 - Central Oregon,John Day,74,Jones Canyon,T8S R29E S17 SWNW,C,Grant,8/19/20 12:31,Lightning,0.5,0.5
2020,95 - Central Oregon,John Day,75,Cochran,T9S R27E S17 SESE,T,Grant,8/19/20 17:35,Lightning,88.1,88.1
2020,95 - Central Oregon,John Day,80,Threemile Creek,T8S R29E S7 NESW,C,Grant,8/21/20 15:29,Lightning,22,22
2020,95 - Central Oregon,John Day,81,Spring Hollow,T8S R29E S4 NWSE,C,Grant,8/23/20 17:16,Lightning,0.54,0.54
2020,95 - Central Oregon,John Day,83,Blackhorse,T18S R28E S5 SESW,T,Grant,8/25/20 9:44,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,84,Utley,T18S R28E S5 SESW,T,Grant,8/25/20 9:44,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,85,Magill,T17S R28E S33 NWSW,L,Grant,8/25/20 12:27,Lightning,1.78,1.78
2020,95 - Central Oregon,John Day,87,Antelope,T18S R28E S5 SWSE,T,Grant,8/25/20 16:26,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,90,Waterman,T12S R23E S18 SENE,A,Wheeler,9/9/20 20:15,Under Invest,0.25,0.25
2020,95 - Central Oregon,John Day,91,Grouse Creek,T12S R31E S30 SENW,C,Grant,9/18/20 18:45,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,92,Alder Branch,T10S R30E S24 SENW,C,Grant,9/18/20 19:06,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,95,Ritter,T8S R29E S36 SENE,A,Grant,9/21/20 15:51,Lightning,676,676
2020,95 - Central Oregon,John Day,96,Haystack,T8S R25E S15 SWSE,,Grant,10/8/20 14:38,Under Invest,117,117
2020,95 - Central Oregon,Sisters,111,Deer Ave 025,T22S R10E S17 SENW,L,Deschutes,2/25/20 15:01,Debris Burning,0.8,0.8
2020,95 - Central Oregon,Sisters,113,Sweet Grass 0027,T18S R13E S30 NWSE,T,Deschutes,2/28/20 14:16,Debris Burning,0.25,0.25
2020,95 - Central Oregon,Sisters,114,Bridge Dr 028,T21S R10E S26 SWNE,L,Deschutes,2/29/20 16:00,Debris Burning,7.5,7.5
2020,95 - Central Oregon,Sisters,116,Spur 0083,T22S R10E S6 NWSE,C,Deschutes,4/15/20 11:05,Debris Burning,0.12,0.12
2020,95 - Central Oregon,John Day,118,Nans Rock,T14S R31E S19 SWNW,H,Grant,4/30/20 6:57,Lightning,0.1,0.1
2020,95 - Central Oregon,Sisters,119,Bull Creek 0087,T17S R10E S14 NESW,U,Deschutes,4/16/20 16:39,Recreationist,1.3,1.3
2020,95 - Central Oregon,John Day,120,Morgan Mountain,T17S R27E S10 SESE,A,Grant,5/30/20 7:59,Lightning,0.1,0.1
2020,95 - Central Oregon,John Day,121,Gilmore Creek,T9S R26E S34 SESW,H,Grant,5/30/20 8:01,Lightning,0.1,0.1
2020,95 - Central Oregon,Sisters,122,Vandevert 98,T20S R11E S17 NESE,C,Deschutes,4/28/20 11:49,Arson,0.01,0.01
2020,95 - Central Oregon,Sisters,123,500 RD 0099,T22S R10E S5 NWNW,C,Deschutes,4/28/20 12:01,Arson,0.01,0.01
2020,95 - Central Oregon,John Day,124,Laycock,T14S R30E S11 SENW,A,Grant,5/30/20 18:40,Lightning,0.1,0.1
2020,95 - Central Oregon,Sisters,124,Blazer Lane 0110,T14S R11E S6 NWNE,X,Deschutes,5/3/20 13:25,Equipment Use,0.01,0.01
2020,95 - Central Oregon,John Day,125,Iron Mountain,T10S R24E S30 SENW,C,Wheeler,6/2/20 7:19,Lightning,0.31,0.31
2020,95 - Central Oregon,Sisters,125,Island Loop 0111,T20S R10E S13 NWSE,L,Deschutes,5/3/20 17:49,Miscellaneous,0.25,0.25
2020,95 - Central Oregon,Sisters,126,Ammon Rd 0113,T21S R11E S32 SWSW,U,Deschutes,5/4/20 17:54,Miscellaneous,0.01,0.01
2020,95 - Central Oregon,Sisters,127,Drafter Rd 0118,T21S R10E S36 SENE,U,Deschutes,5/7/20 11:44,Miscellaneous,0.1,0.1
2020,95 - Central Oregon,Sisters,128,Rimrock 0122,T14S R11E S3 NWSW,U,Deschutes,5/10/20 9:35,Debris Burning,0.1,0.1
2020,95 - Central Oregon,Sisters,134,0559 Road Fire 0144,T22S R10E S6 NESE,X,Deschutes,5/22/20 12:08,Debris Burning,0.01,0.01
2020,95 - Central Oregon,Sisters,138,Chestnut 0177,T15S R10E S3 NENE,C,Deschutes,5/30/20 15:52,Lightning,0.01,0.01
2020,95 - Central Oregon,Sisters,139,Akawa - 182,T13S R10E S2 SENE,C,Jefferson,5/31/20 13:23,Lightning,0.02,0.02
2020,95 - Central Oregon,Sisters,141,Mountain View 0222,T14S R11E S9 SWNW,L,Deschutes,6/11/20 16:38,Lightning,0.01,0.01
2020,95 - Central Oregon,Sisters,142,Pinewood - 251,T20S R10E S36 NWNW,K,Deschutes,6/16/20 18:28,Debris Burning,0.01,0.01
2020,95 - Central Oregon,Sisters,144,Edgington Road 0269,T15S R10E S8 SESW,J,Deschutes,6/21/20 10:48,Debris Burning,0.1,0.1
2020,95 - Central Oregon,Sisters,149,Ponderosa Street 0307,T18S R12E S20 NENE,H,Deschutes,6/28/20 11:45,Equipment Use,0.25,0.25
2020,97 - Northeast Oregon,La Grande,1,Ladd,T5S R38E S3 NWNE,C,Union,7/7/20 13:20,Lightning,0.01,0.01
2020,97 - Northeast Oregon,Pendleton,1,Schoolcraft,T7S R30E S5 NENE,C,Grant,7/3/20 14:14,Equipment Use,69.9,95.7
2020,97 - Northeast Oregon,La Grande,2,Red Ridge,T5S R38E S27 SWSE,C,Union,7/7/20 16:30,Lightning,0.77,0.77
2020,97 - Northeast Oregon,La Grande,3,Pumpkin Ridge,T1N R39E S30 SENE,C,Union,7/10/20 13:38,Miscellaneous,0.5,0.5
2020,97 - Northeast Oregon,Baker,3,Rock Creek,T7S R38E S32 NWSE,H,Baker,7/8/20 14:00,Lightning,0.01,0.01
2020,97 - Northeast Oregon,Pendleton,3,Wildhorse Road,T3N R36E S7 NESE,C,Umatilla,7/8/20 14:07,Lightning,0.2,0.2
2020,97 - Northeast Oregon,Wallowa,3,Kramer Wayside,T2N R41E S27 SESW,A,Wallowa,8/6/20 6:48,Lightning,0.18,0.18
2020,97 - Northeast Oregon,Pendleton,4,Little Dry Creek,T4N R36E S30 NENE,C,Umatilla,7/9/20 16:32,Lightning,1,1
2020,97 - Northeast Oregon,Wallowa,4,Sopher,T2N R41E S15 NESE,C,Wallowa,8/6/20 8:04,Lightning,0.1,0.1
2020,97 - Northeast Oregon,Baker,5,HWY Fire,T12S R37E S32 SWSE,A,Baker,7/25/20 13:23,Miscellaneous,0.1,0.1
2020,97 - Northeast Oregon,La Grande,6,Vey,T6S R35.5E S1 NESW,C,Union,7/28/20 16:42,Lightning,0.1,0.1
2020,97 - Northeast Oregon,Wallowa,6,T-Post,T5N R43E S09 NWSE,C,Wallowa,8/6/20 8:57,Lightning,0.01,0.01
2020,97 - Northeast Oregon,Baker,7,Beaver Dam,T11S R38E S32 NESW,C,Baker,7/29/20 20:04,Lightning,0.12,0.12
2020,97 - Northeast Oregon,La Grande,8,Z Road,T2S R40E S34 SWNE,A,Union,7/29/20 21:06,Lightning,2,2
2020,97 - Northeast Oregon,Pendleton,8,Matlock,T4S R29E S22 SENE,C,Morrow,7/28/20 15:43,Lightning,0,73.81
2020,97 - Northeast Oregon,Pendleton,9,Deerhorn,T6S R31E S18 SENE,C,Umatilla,7/29/20 10:12,Lightning,0.1,0.1
2020,97 - Northeast Oregon,Wallowa,9,Lakeshore,T3S R45E S21 NWSW,X,Wallowa,8/16/20 20:20,Recreationist,0.1,0.1
2020,97 - Northeast Oregon,La Grande,10,Meadow Cow,T3S R35E S30 SESW,C,Union,7/30/20 12:30,Lightning,1,1
2020,97 - Northeast Oregon,Pendleton,10,Day Canyon,T6S R31E S3 NENE,L,Umatilla,7/29/20 19:11,Lightning,0.1,0.1
2020,97 - Northeast Oregon,Wallowa,10,Voltage,T1N R43E S19 NWSW,A,Wallowa,8/17/20 18:33,Lightning,0.05,0.05
2020,97 - Northeast Oregon,Baker,11,Cottonwood Creek,T12S R38E S5 NWNE,C,Baker,8/6/20 18:00,Lightning,1.06,1.06
2020,97 - Northeast Oregon,Pendleton,11,Trough Creek,T6S R32E S34 SENW,C,Umatilla,7/29/20 23:25,Lightning,0.1,0.1
2020,97 - Northeast Oregon,La Grande,12,Stubblefield,T1N R40E S23 NESE,A,Union,8/6/20 14:46,Lightning,6.5,6.5
2020,97 - Northeast Oregon,Baker,12,Dry Gulch,T8S R45E S33 NENW,A,Baker,8/10/20 11:30,Under Invest,0,297
2020,97 - Northeast Oregon,Wallowa,12,Johnson Wayside,T1N R42E S6 NWNW,C,Wallowa,8/17/20 20:05,Lightning,0.01,0.01
2020,97 - Northeast Oregon,La Grande,15,Beaver,T4S R36E S17 NESW,A,Union,8/17/20 17:30,Lightning,0.15,0.15
2020,97 - Northeast Oregon,Wallowa,15,Sickfoot,T4N R42E S18 NENE,C,Wallowa,8/19/20 7:09,Lightning,0.01,0.01
2020,97 - Northeast Oregon,La Grande,16,Good Water,T4S R37E S12 SESW,C,Union,8/17/20 18:39,Lightning,0.25,0.25
2020,97 - Northeast Oregon,Wallowa,16,Eustis Meadows,T3N R41E S27 NWNE,C,Wallowa,8/19/20 11:57,Lightning,0.1,0.1
2020,97 - Northeast Oregon,Baker,17,Baldy,T13S R40E S19 SWSE,A,Malheur,8/17/20 17:40,Lightning,0,3703
2020,97 - Northeast Oregon,Wallowa,17,Long Ridge,T2N R47E S36 SESE,L,Wallowa,8/19/20 15:47,Lightning,3,3
2020,97 - Northeast Oregon,La Grande,18,Midnight,,,,8/19/20 0:37,Lightning,0.25,
2020,97 - Northeast Oregon,Pendleton,18,Milepost 11,T4N R37E S29 SWSW,X,Umatilla,8/13/20 16:06,Debris Burning,0.1,0.1
2020,97 - Northeast Oregon,Wallowa,18,Tasmanian,T2N R44E S21 NENW,C,Wallowa,8/19/20 16:30,Lightning,0.25,0.25
2020,97 - Northeast Oregon,Baker,19,Dutch Gulch,T9S R39E S21 SWNE,C,Baker,8/18/20 23:07,Lightning,0.1,0.1
2020,97 - Northeast Oregon,Wallowa,19,Pondo,T2N R43E S19 SESW,C,Wallowa,8/19/20 7:15,Lightning,0.06,0.06
2020,97 - Northeast Oregon,Baker,20,Hwy 7 Marker 31,T10S R38E S15 NWSE,C,Baker,8/19/20 3:58,Lightning,0.01,0.01
2020,97 - Northeast Oregon,Baker,21,Stub,T9S R39E S28 NWSW,C,Baker,8/21/20 15:17,Lightning,0.02,0.02
2020,97 - Northeast Oregon,Wallowa,21,School Flat,T1N R44E S31 SWNW,L,Wallowa,8/23/20 14:45,Equipment Use,0.5,0.5
2020,97 - Northeast Oregon,La Grande,22,Moses Creek,T3N R39E S15 SENE,C,Union,8/19/20 8:12,Lightning,0.1,0.1
2020,97 - Northeast Oregon,Baker,22,Pipeline,T9S R39E S21 NWSE,C,Baker,8/23/20 8:31,Recreationist,0.6,0.6
2020,97 - Northeast Oregon,Pendleton,23,Milepost 238,T1S R35E S10 NESE,C,Umatilla,8/17/20 12:01,Arson,0.1,0.1
2020,97 - Northeast Oregon,La Grande,24,McCoy,,,,8/19/20 11:56,Lightning,2.53,
2020,97 - Northeast Oregon,Pendleton,25,Deerhorn 2,T6S R31E S20 NWSW,C,Umatilla,8/18/20 23:56,Lightning,0.1,0.1
2020,97 - Northeast Oregon,Wallowa,25,Ant,T1S R44E S36 NESE,L,Wallowa,9/4/20 11:55,Miscellaneous,1.35,1.35
2020,97 - Northeast Oregon,Baker,26,Deems Loop,T10S R38E S8 SWSW,C,Baker,9/7/20 14:01,Equipment Use,0.3,0.2
2020,97 - Northeast Oregon,Pendleton,26,Johnson Canyon,T5S R31E S21 NENE,C,Umatilla,8/19/20 0:20,Lightning,0.1,0.1
